obj=vehicle
name=cedes-trolley-double
copyright=JamesPetts&JamesHood
waytype=road
engine_type=electric
freight=Passagiere
# See "Old Trolleybuses" (David Kaye) p. 6
payload=34
overcrowded_capacity=2
speed=30
power=30
tractive_effort=7
gear=80
weight=5.6
axles=2
way_wear_factor=207
length=4
cost=85160
runningcost=17
fixed_cost=4500
intro_year=1914
intro_month=9
retire_year=1921
retire_month=7
is_tall=1
sound=androo4519-btu9613t.wav

comfort=22
# Rear platform with conductor: 2.0 seconds per passenger
min_loading_time=3
max_loading_time=68

Constraint[Prev][0]=none
Constraint[Next][0]=none

liverytype[0]=Bradford-standard
liverytype[1]=LUT-vermillion

EmptyImage[E][0]=./images/cedes-trolley-double-bradford_E.0.0,-33,14
EmptyImage[SE][0]=./images/cedes-trolley-double-bradford_SE.0.0,-13,0
EmptyImage[S][0]=./images/cedes-trolley-double-bradford_S.0.0,0,0
EmptyImage[SW][0]=./images/cedes-trolley-double-bradford_SW.0.0,-8,10
EmptyImage[W][0]=./images/cedes-trolley-double-bradford_W.0.0,4,5
EmptyImage[NW][0]=./images/cedes-trolley-double-bradford_NW.0.0,12,10
EmptyImage[N][0]=./images/cedes-trolley-double-bradford_N.0.0,0,33
EmptyImage[NE][0]=./images/cedes-trolley-double-bradford_NE.0.0,0,24

FreightImage[E][0]=./images/cedes-trolley-double-bradford-loaded_E.0.0,-33,14
FreightImage[SE][0]=./images/cedes-trolley-double-bradford-loaded_SE.0.0,-13,0
FreightImage[S][0]=./images/cedes-trolley-double-bradford-loaded_S.0.0,4,0
FreightImage[SW][0]=./images/cedes-trolley-double-bradford-loaded_SW.0.0,-8,10
FreightImage[W][0]=./images/cedes-trolley-double-bradford-loaded_W.0.0,4,5
FreightImage[NW][0]=./images/cedes-trolley-double-bradford-loaded_NW.0.0,12,10
FreightImage[N][0]=./images/cedes-trolley-double-bradford-loaded_N.0.0,0,33
FreightImage[NE][0]=./images/cedes-trolley-double-bradford-loaded_NE.0.0,0,24

EmptyImage[E][1]=./images/cedes-trolley-double-lut_E.0.0,-33,14
EmptyImage[SE][1]=./images/cedes-trolley-double-lut_SE.0.0,-13,0
EmptyImage[S][1]=./images/cedes-trolley-double-lut_S.0.0,0,0
EmptyImage[SW][1]=./images/cedes-trolley-double-lut_SW.0.0,-8,10
EmptyImage[W][1]=./images/cedes-trolley-double-lut_W.0.0,4,5
EmptyImage[NW][1]=./images/cedes-trolley-double-lut_NW.0.0,12,10
EmptyImage[N][1]=./images/cedes-trolley-double-lut_N.0.0,0,33
EmptyImage[NE][1]=./images/cedes-trolley-double-lut_NE.0.0,0,24

FreightImage[E][1]=./images/cedes-trolley-double-lut-loaded_E.0.0,-33,14
FreightImage[SE][1]=./images/cedes-trolley-double-lut-loaded_SE.0.0,-13,0
FreightImage[S][1]=./images/cedes-trolley-double-lut-loaded_S.0.0,4,0
FreightImage[SW][1]=./images/cedes-trolley-double-lut-loaded_SW.0.0,-8,10
FreightImage[W][1]=./images/cedes-trolley-double-lut-loaded_W.0.0,4,5
FreightImage[NW][1]=./images/cedes-trolley-double-lut-loaded_NW.0.0,12,10
FreightImage[N][1]=./images/cedes-trolley-double-lut-loaded_N.0.0,0,33
FreightImage[NE][1]=./images/cedes-trolley-double-lut-loaded_NE.0.0,0,24
