Obj=way
Name=IronGirderElevatedRoad
waytype=road
system_type=1
cost=200000
# Tarmac road
way_only_cost=40000
maintenance=5400
topspeed=64
max_weight=23
intro_year=1896
intro_month=6
upgrade_group=4
icon=> ./images/iron-girder-elevated-road.3.4
cursor=./images/iron-girder-elevated-road.3.5
Image[-][0]=./images/iron-girder-elevated-road.1.2,0,32
Image[N][0]=./images/iron-girder-elevated-road.1.5,0,32
Image[S][0]=./images/iron-girder-elevated-road.2.1,0,32
Image[E][0]=./images/iron-girder-elevated-road.2.2,0,32
Image[W][0]=./images/iron-girder-elevated-road.2.0,0,32
Image[NS][0]=./images/iron-girder-elevated-road.1.0,0,32
Image[EW][0]=./images/iron-girder-elevated-road.1.1,0,32
Image[NSE][0]=./images/iron-girder-elevated-road.0.2,0,32
Image[NSW][0]=./images/iron-girder-elevated-road.0.4,0,32
Image[NEW][0]=./images/iron-girder-elevated-road.0.1,0,32
Image[SEW][0]=./images/iron-girder-elevated-road.0.3,0,32
Image[NSEW][0]=./images/iron-girder-elevated-road.1.2,0,32
Image[NE][0]=./images/iron-girder-elevated-road.3.0,0,32
Image[SE][0]=./images/iron-girder-elevated-road.2.3,0,32
Image[NW][0]=./images/iron-girder-elevated-road.2.4,0,32
Image[SW][0]=./images/iron-girder-elevated-road.2.5,0,32
ImageUp[3][0]=./images/iron-girder-elevated-road.4.2,0,32
ImageUp[6][0]=./images/iron-girder-elevated-road.4.3,0,32
ImageUp[9][0]=./images/iron-girder-elevated-road.4.0,0,32
ImageUp[12][0]=./images/iron-girder-elevated-road.4.1,0,32
ImageUp2[3][0]=./images/iron-girder-elevated-road.1.3,0,32
ImageUp2[6][0]=./images/iron-girder-elevated-road.1.4,0,32
ImageUp2[9][0]=./images/iron-girder-elevated-road.0.0,0,32
ImageUp2[12][0]=./images/iron-girder-elevated-road.0.5,0,32

FrontImage[-][0]=./images/iron-girder-elevated-road-front.1.2,0,32
FrontImage[N][0]=./images/iron-girder-elevated-road-front.1.5,0,32
FrontImage[S][0]=./images/iron-girder-elevated-road-front.2.1,0,32
FrontImage[E][0]=./images/iron-girder-elevated-road-front.2.2,0,32
FrontImage[W][0]=./images/iron-girder-elevated-road-front.2.0,0,32
FrontImage[NS][0]=./images/iron-girder-elevated-road-front.1.0,0,32
FrontImage[EW][0]=./images/iron-girder-elevated-road-front.1.1,0,32
FrontImage[NSE][0]=./images/iron-girder-elevated-road-front.0.2,0,32
FrontImage[NSW][0]=./images/iron-girder-elevated-road-front.0.4,0,32
FrontImage[NEW][0]=./images/iron-girder-elevated-road-front.0.1,0,32
FrontImage[SEW][0]=./images/iron-girder-elevated-road-front.0.3,0,32
FrontImage[NSEW][0]=./images/iron-girder-elevated-road-front.1.2,0,32
FrontImage[NE][0]=./images/iron-girder-elevated-road-front.3.0,0,32
FrontImage[SE][0]=./images/iron-girder-elevated-road-front.2.3,0,32
FrontImage[NW][0]=./images/iron-girder-elevated-road-front.2.4,0,32
FrontImage[SW][0]=./images/iron-girder-elevated-road-front.2.5,0,32
FrontImageUp[3][0]=./images/iron-girder-elevated-road-front.4.2,0,32
FrontImageUp[6][0]=./images/iron-girder-elevated-road-front.4.3,0,32
FrontImageUp[9][0]=./images/iron-girder-elevated-road-front.4.0,0,32
FrontImageUp[12][0]=./images/iron-girder-elevated-road-front.4.1,0,32
FrontImageUp2[3][0]=./images/iron-girder-elevated-road-front.1.3,0,32
FrontImageUp2[6][0]=./images/iron-girder-elevated-road-front.1.4,0,32
FrontImageUp2[9][0]=./images/iron-girder-elevated-road-front.0.0,0,32
FrontImageUp2[12][0]=./images/iron-girder-elevated-road-front.0.5,0,32

Image[-][1]=./images/iron-girder-elevated-road-snow.1.2,0,32
Image[N][1]=./images/iron-girder-elevated-road-snow.1.5,0,32
Image[S][1]=./images/iron-girder-elevated-road-snow.2.1,0,32
Image[E][1]=./images/iron-girder-elevated-road-snow.2.2,0,32
Image[W][1]=./images/iron-girder-elevated-road-snow.2.0,0,32
Image[NS][1]=./images/iron-girder-elevated-road-snow.1.0,0,32
Image[EW][1]=./images/iron-girder-elevated-road-snow.1.1,0,32
Image[NSE][1]=./images/iron-girder-elevated-road-snow.0.2,0,32
Image[NSW][1]=./images/iron-girder-elevated-road-snow.0.4,0,32
Image[NEW][1]=./images/iron-girder-elevated-road-snow.0.1,0,32
Image[SEW][1]=./images/iron-girder-elevated-road-snow.0.3,0,32
Image[NSEW][1]=./images/iron-girder-elevated-road-snow.1.2,0,32
Image[NE][1]=./images/iron-girder-elevated-road-snow.3.0,0,32
Image[SE][1]=./images/iron-girder-elevated-road-snow.2.3,0,32
Image[NW][1]=./images/iron-girder-elevated-road-snow.2.4,0,32
Image[SW][1]=./images/iron-girder-elevated-road-snow.2.5,0,32
ImageUp[3][1]=./images/iron-girder-elevated-road-snow.4.2,0,32
ImageUp[6][1]=./images/iron-girder-elevated-road-snow.4.3,0,32
ImageUp[9][1]=./images/iron-girder-elevated-road-snow.4.0,0,32
ImageUp[12][1]=./images/iron-girder-elevated-road-snow.4.1,0,32
ImageUp2[3][1]=./images/iron-girder-elevated-road-snow.1.3,0,32
ImageUp2[6][1]=./images/iron-girder-elevated-road-snow.1.4,0,32
ImageUp2[9][1]=./images/iron-girder-elevated-road-snow.0.0,0,32
ImageUp2[12][1]=./images/iron-girder-elevated-road-snow.0.5,0,32

FrontImage[-][1]=./images/iron-girder-elevated-road-front-snow.1.2,0,32
FrontImage[N][1]=./images/iron-girder-elevated-road-front-snow.1.5,0,32
FrontImage[S][1]=./images/iron-girder-elevated-road-front-snow.2.1,0,32
FrontImage[E][1]=./images/iron-girder-elevated-road-front-snow.2.2,0,32
FrontImage[W][1]=./images/iron-girder-elevated-road-front-snow.2.0,0,32
FrontImage[NS][1]=./images/iron-girder-elevated-road-front-snow.1.0,0,32
FrontImage[EW][1]=./images/iron-girder-elevated-road-front-snow.1.1,0,32
FrontImage[NSE][1]=./images/iron-girder-elevated-road-front-snow.0.2,0,32
FrontImage[NSW][1]=./images/iron-girder-elevated-road-front-snow.0.4,0,32
FrontImage[NEW][1]=./images/iron-girder-elevated-road-front-snow.0.1,0,32
FrontImage[SEW][1]=./images/iron-girder-elevated-road-front-snow.0.3,0,32
FrontImage[NSEW][1]=./images/iron-girder-elevated-road-front-snow.1.2,0,32
FrontImage[NE][1]=./images/iron-girder-elevated-road-front-snow.3.0,0,32
FrontImage[SE][1]=./images/iron-girder-elevated-road-front-snow.2.3,0,32
FrontImage[NW][1]=./images/iron-girder-elevated-road-front-snow.2.4,0,32
FrontImage[SW][1]=./images/iron-girder-elevated-road-front-snow.2.5,0,32
FrontImageUp[3][1]=./images/iron-girder-elevated-road-front-snow.4.2,0,32
FrontImageUp[6][1]=./images/iron-girder-elevated-road-front-snow.4.3,0,32
FrontImageUp[9][1]=./images/iron-girder-elevated-road-front-snow.4.0,0,32
FrontImageUp[12][1]=./images/iron-girder-elevated-road-front-snow.4.1,0,32
FrontImageUp2[3][1]=./images/iron-girder-elevated-road-front-snow.1.3,0,32
FrontImageUp2[6][1]=./images/iron-girder-elevated-road-front-snow.1.4,0,32
FrontImageUp2[9][1]=./images/iron-girder-elevated-road-front-snow.0.0,0,32
FrontImageUp2[12][1]=./images/iron-girder-elevated-road-front-snow.0.5,0,32

--
